derepID	derepSize	taxid	taxname	rank	group.rank	superkingdom	kingdom	phylum	class	order	family	genus	species	amp_length	nVariants	variant.type	primer	fn	group.num	group
AY442348.1_q2264_a238	1	27687	Erpetoichthys calabaricus	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus	238	3	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KT943517.1_q2170_a221	1	225728	Tlacuatzin canescens	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Didelphimorphia	Didelphidae	Tlacuatzin	Tlacuatzin canescens	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AB028790.1_q118_a197	1	96722	Eutropis rudis	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis rudis	197	3	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706351.1_q1066_a222	1	164531	Microperoryctes longicauda ornatus	subspecies	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peroryctidae	Microperoryctes	Microperoryctes longicauda	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706354.1_q98_a221	1	65613	Microperoryctes papuensis	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peroryctidae	Microperoryctes	Microperoryctes papuensis	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706355.1_q136_a217	1	1031277	Perameles bougainville bougainville	subspecies	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peramelidae	Perameles	Perameles bougainville	217	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706356.1_q136_a220	1	122387	Perameles nasuta pallescens	subspecies	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peramelidae	Perameles	Perameles nasuta	220	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706357.1_q105_a219	1	120739	Isoodon obesulus peninsulae	subspecies	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peramelidae	Isoodon	Isoodon obesulus	219	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706358.1_q95_a219	1	120736	Isoodon auratus barrowensis	subspecies	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peramelidae	Isoodon	Isoodon auratus	219	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706359.1_q136_a219	1	120740	Isoodon obesulus obesulus	subspecies	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peramelidae	Isoodon	Isoodon obesulus	219	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
Z48715.1_q2072_a217	1	7883	Lepidosiren paradoxa	species	class	Eukaryota	Metazoa	Chordata		Lepidosireniformes	Lepidosirenidae	Lepidosiren	Lepidosiren paradoxa	217	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706360.1_q104_a219	1	1031270	Isoodon auratus auratus	subspecies	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peramelidae	Isoodon	Isoodon auratus	219	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706361.1_q64_a221	1	42733	Echymipera kalubu	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peroryctidae	Echymipera	Echymipera kalubu	221	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF706364.1_q136_a218	1	92649	Chaeropus ecaudatus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peramelidae	Chaeropus	Chaeropus ecaudatus	218	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AP004350.1_q2544_a238	2	27687	Erpetoichthys calabaricus	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus	238	3	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AP004352.1_q2212_a241	1	178879	Polypterus senegalus senegalus	subspecies	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus senegalus	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KY678342.1_q2149_a220	10	9275	Thylacinus cynocephalus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Thylacinidae	Thylacinus	Thylacinus cynocephalus	220	3	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KJ531223.1_q214_a262	1	1471008	Actinopterygii sp. Srte27	species	class	Eukaryota	Metazoa	Chordata					Actinopterygii sp. Srte27	262	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KT277936.1_q2146_a202	4	31140	Conolophus subcristatus	species	class	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	Conolophus	Conolophus subcristatus	202	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KT277937.1_q2136_a203	5	51208	Amblyrhynchus cristatus	species	class	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus cristatus	203	4	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AJ584641.1_q2210_a239	1	27687	Erpetoichthys calabaricus	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus	239	3	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
U62532.1_q2216_a240	2	49895	Polypterus ornatipinnis	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus ornatipinnis	240	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY649158.1_q188_a203	1	463565	Mesoscincus schwartzei	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Mesoscincus	Mesoscincus schwartzei	203	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AF302934.1_q2145_a217	1	7883	Lepidosiren paradoxa	species	class	Eukaryota	Metazoa	Chordata		Lepidosireniformes	Lepidosirenidae	Lepidosiren	Lepidosiren paradoxa	217	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413947.1_q1134_a222	1	60701	Antechinomys laniger	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Antechinomys	Antechinomys laniger	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413949.1_q1135_a221	1	32560	Sminthopsis murina	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis murina	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413950.1_q1120_a223	1	90767	Sminthopsis virginiae	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis virginiae	223	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413951.1_q1133_a222	1	9302	Sminthopsis macroura	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis macroura	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413953.1_q1137_a221	2	90758	Sminthopsis douglasi	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis douglasi	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413954.1_q1138_a221	2	90766	Sminthopsis psammophila	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis psammophila	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413955.1_q1135_a221	1	90761	Sminthopsis leucopus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis leucopus	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413956.1_q1140_a221	1	90770	Sminthopsis youngsoni	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis youngsoni	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413957.1_q1138_a222	1	90765	Sminthopsis ooldea	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis ooldea	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413958.1_q1131_a222	1	90764	Sminthopsis longicaudata	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis longicaudata	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413959.1_q1135_a222	1	90759	Sminthopsis granulipes	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis granulipes	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413960.1_q1140_a222	1	75753	Sminthopsis aitkeni	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis aitkeni	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413962.1_q1138_a221	1	90756	Sminthopsis archeri	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis archeri	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413963.1_q1133_a222	1	75755	Sminthopsis gilberti	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis gilberti	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413964.1_q1130_a222	1	75756	Sminthopsis griseoventer	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis griseoventer	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413965.1_q1139_a221	1	90760	Sminthopsis hirtipes	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis hirtipes	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413966.1_q1133_a221	1	90772	Sminthopsis butleri	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis butleri	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413970.1_q1143_a224	3	9297	Planigale maculata	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Planigale	Planigale maculata	224	5	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413971.1_q1145_a223	2	34895	Planigale ingrami	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Planigale	Planigale ingrami	223	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ413972.1_q1141_a223	2	32556	Planigale gilesi	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Planigale	Planigale gilesi	223	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM773215.1_q197_a194	1	245656	Scincella reevesii	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Scincella	Scincella reevesii	194	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143926.1_q2211_a242	1	764547	Polypterus ansorgii	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus ansorgii	242	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143927.1_q2209_a241	1	764548	Polypterus bichir bichir	subspecies	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus bichir	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143928.1_q2209_a241	1	764549	Polypterus bichir lapradei	subspecies	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus bichir	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143929.1_q2210_a241	1	764550	Polypterus endlicherii congicus	subspecies	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus endlicherii	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143930.1_q2216_a241	1	135584	Polypterus delhezi	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus delhezi	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143931.1_q2217_a241	1	348150	Polypterus endlicherii	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus endlicherii	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143932.1_q2214_a241	1	764556	Polypterus sp. golden dust	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus sp. golden dust	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143933.1_q2211_a241	1	764555	Polypterus sp. Koliba	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus sp. Koliba	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143934.1_q2214_a241	1	764552	Polypterus mokelembembe	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus mokelembembe	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY159077.1_q192_a196	1	217862	Eutropis macrophthalma	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis macrophthalma	196	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143935.1_q2214_a241	1	1088067	Polypterus palmas buettikoferi	subspecies	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus palmas	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY159078.1_q213_a193	1	217863	Eutropis macularia	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis macularia	193	5	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143936.1_q2215_a241	1	764553	Polypterus palmas polli	subspecies	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus palmas	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143937.1_q2219_a240	1	27688	Polypterus retropinnis	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus retropinnis	240	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143938.1_q2213_a241	1	764557	Polypterus teugelsi	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus teugelsi	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HM143939.1_q2215_a241	1	764558	Polypterus weeksii	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus weeksii	241	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY795973.1_q2151_a222	1	9280	Dasyurus hallucatus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Dasyurus	Dasyurus hallucatus	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KR350839.1_q161_a204	13	51208	Amblyrhynchus cristatus	species	class	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus cristatus	204	4	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY795974.1_q2160_a222	1	9301	Sminthopsis crassicaudata	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis crassicaudata	222	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KR350851.1_q161_a204	1	51208	Amblyrhynchus cristatus	species	class	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus cristatus	204	4	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KR350859.1_q161_a204	1	51208	Amblyrhynchus cristatus	species	class	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus cristatus	204	4	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KR350861.1_q161_a204	1	593571	Conolophus marthae	species	class	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	Conolophus	Conolophus marthae	204	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF011643.1_q1136_a222	2	9301	Sminthopsis crassicaudata	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	Sminthopsis crassicaudata	222	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF011645.1_q1132_a221	1	55782	Myrmecobius fasciatus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Myrmecobiidae	Myrmecobius	Myrmecobius fasciatus	221	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AB057394.1_q501_a194	1	217863	Eutropis macularia	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis macularia	194	5	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ007925.1_q158_a208	1	1073973	Madascincus melanopleura	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Madascincus	Madascincus melanopleura	208	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AF166347.1_q2089_a220	1	9344	Perameles nasuta	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peramelidae	Perameles	Perameles nasuta	220	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
MH068706.1_q218_a197	1	323568	Anolis auratus	species	class	Eukaryota	Metazoa	Chordata		Squamata	Dactyloidae	Anolis	Anolis auratus	197	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AF102812.1_q2081_a218	1	37702	Pseudochirops cupreus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Diprotodontia	Pseudocheiridae	Pseudochirops	Pseudochirops cupreus	218	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
U82228.1_q2237_a253	1	7897	Latimeria chalumnae	species	class	Eukaryota	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	Latimeria	Latimeria chalumnae	253	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
MG935764.1_q160_a194	2	217863	Eutropis macularia	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis macularia	194	5	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
DQ283321.1_q1166_a218	1	9268	Didelphis marsupialis	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	Didelphis marsupialis	218	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
GU460087.1_q221_a218	1	946303	Hoplodactylus sp. Marlborough Mini	species	class	Eukaryota	Metazoa	Chordata		Squamata	Diplodactylidae	Hoplodactylus	Hoplodactylus sp. Marlborough Mini	218	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
U97342.1_q2088_a221	1	42733	Echymipera kalubu	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Peramelemorphia	Peroryctidae	Echymipera	Echymipera kalubu	221	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
DQ238894.1_q198_a195	1	96722	Eutropis rudis	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis rudis	195	3	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
DQ238895.1_q199_a193	1	217863	Eutropis macularia	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis macularia	193	5	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KX231450.1_q213_a193	1	217863	Eutropis macularia	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis macularia	193	5	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KX231452.1_q213_a196	1	96722	Eutropis rudis	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Eutropis	Eutropis rudis	196	3	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HF547777.1_q164_a194	3	80448	Meroles squamulosus	species	class	Eukaryota	Metazoa	Chordata		Squamata	Lacertidae	Meroles	Meroles squamulosus	194	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JF497992.1_q165_a195	1	71017	Lipinia noctua	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Lipinia	Lipinia noctua	195	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EU278061.1_q212_a206	1	500800	Chalcides minutus	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Chalcides	Chalcides minutus	206	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KX034139.1_q1160_a223	1	9297	Planigale maculata	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Planigale	Planigale maculata	223	5	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KX034140.1_q1160_a223	1	9297	Planigale maculata	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Planigale	Planigale maculata	223	5	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KX034141.1_q1019_a222	1	1985244	Planigale sp. PLANMW1189	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Planigale	Planigale sp. PLANMW1189	222	1	single	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
HQ902587.1_q1638_a194	1	245656	Scincella reevesii	species	class	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Scincella	Scincella reevesii	194	2	multi	Fish16S	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
