query.kingdom,query.phylum,query.class,query.order,query.family,query.genus,query.species,query.group,query.group.rank,nVariants,variant.type,intra.minP,intra.maxP,intra.nPairs,inter.rank,inter.taxa,inter.minP,inter.maxP,inter.nPairs,nTargetSpecies,closest.interspecies,MG.type,primer
Metazoa,Chordata,Actinopteri,Anguilliformes,Nemichthyidae,Avocettina,Avocettina infans,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,95.3,98.8,6,family,Nemichthyidae,75.6,99.4,15,3,99.4,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger japonicus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,94.2,94.2,2,genus,Conger,96.5,97.1,4,1,97.1,overlap,MiFish
Metazoa,Chordata,Actinopteri,Albuliformes,Albulidae,Albula,Albula glossodonta,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,family,Albulidae,81.5,82,4,1,82,gap,MiFish
Metazoa,Chordata,Actinopteri,Acipenseriformes,Polyodontidae,Polyodon,Polyodon spathula,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,order,Acipenseriformes,89.4,93.9,68,30,93.9,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla bicolor,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,genus,Anguilla,91.7,98.8,54,16,98.8,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla australis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,99.4,100,6,genus,Anguilla,90.5,98.2,78,16,98.2,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,98.8,99.4,6,genus,Anguilla,88.9,100,78,16,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla mossambica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,genus,Anguilla,88.9,92.9,54,16,92.9,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla bengalensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,100,100,2,genus,Anguilla,92.3,100,54,16,100,on,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Pisodonophis,Pisodonophis cancrivorus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,family,Ophichthidae,71.8,91.9,48,21,91.9,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Simenchelys,Simenchelys parasitica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.3,98.3,2,family,Synaphobranchidae,82.8,97.7,18,7,97.7,gap,MiFish
Metazoa,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,Beryx splendens,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,genus,Beryx,97.1,98.8,4,2,98.8,gap,MiFish
Metazoa,Chordata,Actinopteri,Caproiformes,Caproidae,Antigonia,Antigonia capros,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.8,98.8,2,class,Actinopteri,59.3,89.9,10528,4306,89.9,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus kaupii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,96.6,96.6,2,family,Synaphobranchidae,82.9,99.4,16,6,99.4,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Ophisurus,Ophisurus macrorhynchos,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,family,Ophichthidae,72.3,96,58,24,96,gap,MiFish
Metazoa,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias,Oryzias latipes,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,11,multi,91.7,99.4,110,genus,Oryzias,77.5,100,66,6,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Beryciformes,Cetomimidae,Cetostoma,Cetostoma regani,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,96.5,96.5,2,family,Cetomimidae,80.2,99.4,18,9,99.4,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Macropodus,Macropodus chinensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,89.9,89.9,2,genus,Macropodus,88.1,100,6,3,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla rostrata,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,95.9,99.4,6,genus,Anguilla,89.5,100,78,16,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Moringuidae,Moringua,Moringua microchir,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,91.1,91.1,2,genus,Moringua,86.4,89.3,6,2,89.3,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Rhinomuraena,Rhinomuraena quaesita,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,family,Muraenidae,74.3,92.3,98,44,92.3,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Ilyophis,Ilyophis brunneus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,88.6,88.6,2,family,Synaphobranchidae,83.4,99.4,18,7,99.4,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Derichthyidae,Nessorhamphus,Nessorhamphus ingolfianus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,95.9,95.9,2,genus,Nessorhamphus,95.3,99.4,2,1,99.4,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Paraconger,Paraconger notialis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,97.7,97.7,2,family,Congridae,69.9,89.4,56,24,89.4,gap,MiFish
Metazoa,Chordata,Actinopteri,Argentiniformes,Opisthoproctidae,Monacoa,Monacoa sp. JYP-2016a,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,98.8,99.4,6,genus,Monacoa,97.1,98.2,6,2,98.2,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Uropterygius,Uropterygius concolor,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,family,Muraenidae,73.9,89.5,94,42,89.5,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Moringuidae,Moringua,Moringua javanica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.8,98.8,2,genus,Moringua,86.4,94.7,6,2,94.7,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Brachysomophis,Brachysomophis crocodilinus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,92.5,92.5,2,family,Ophichthidae,72.3,96,58,24,96,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Heteroconger,Heteroconger hassi,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,family,Congridae,69,100,56,24,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Scuticaria,Scuticaria tigrina,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.8,98.8,2,family,Muraenidae,74,82.5,98,44,82.5,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax flavimarginatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,89.3,89.3,2,genus,Gymnothorax,82.2,99.4,50,24,99.4,overlap,MiFish
Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sinensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,94.4,94.4,2,genus,Acipenser,92.8,100,44,19,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax bacalladoi,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,family,Muraenidae,76.6,97,48,20,97,gap,MiFish
Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser gueldenstaedtii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.3,98.3,2,genus,Acipenser,92.8,100,44,19,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes incisa,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,98.8,99.4,6,genus,Odontesthes,97,99.4,18,6,99.4,overlap,MiFish
Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,genus,Atherina,92.9,93.5,2,1,93.5,gap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa argus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,97.6,100,6,genus,Channa,81.7,100,45,10,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Pisodonophis,Pisodonophis sangjuensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,98.8,99.4,6,genus,Pisodonophis,84,100,12,3,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Echelus,Echelus uropterus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,genus,Echelus,97.1,97.1,2,1,97.1,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnomuraena,Gymnomuraena zebra,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.8,98.8,2,family,Muraenidae,76,87.6,98,44,87.6,gap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa argus x Channa maculata,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,97.6,97.6,2,genus,Channa,81.7,100,32,10,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla japonica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,94.2,94.2,2,genus,Anguilla,90.6,98.8,54,16,98.8,overlap,MiFish
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia splendida,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,genus,Melanotaenia,94.7,98.8,14,7,98.8,gap,MiFish
Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser oxyrinchus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,100,100,6,genus,Acipenser,94.4,97.8,63,19,97.8,gap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Trichopodus,Trichopodus leerii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,86.5,86.5,2,genus,Trichopodus,86.5,100,8,3,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa lucius,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,80.6,80.6,2,genus,Channa,81.1,91.2,32,10,91.2,overlap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa striata,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,genus,Channa,82.2,95.3,32,10,95.3,gap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa micropeltes,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,100,100,2,genus,Channa,82.9,97.6,32,10,97.6,gap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Trichopodus,Trichopodus pectoralis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,family,Osphronemidae,76.9,91.1,22,10,91.1,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Gnathophis,Gnathophis heterognathos,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.4,99.4,2,genus,Gnathophis,91.8,100,6,3,100,overlap,MiFish
Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,7,multi,98.2,99.4,42,family,Atherinopsidae,82.8,93.5,70,8,93.5,gap,MiFish
Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Acipenseridae,93.3,100,10,10,100,on,MiFish
Metazoa,Chordata,Actinopteri,Aulopiformes,Aulopidae,Hime,Hime japonica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Aulopidae,90,90,1,1,90,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Saccopharyngidae,Saccopharynx,Saccopharynx lavenbergi,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,order,Anguilliformes,65.5,83.4,201,162,83.4,gap,MiFish
Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cypselurus,Cypselurus hiraii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Exocoetidae,92.9,100,12,12,100,on,MiFish
Metazoa,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus sajori,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Hyporhamphus,82.8,93.6,4,4,93.6,gap,MiFish
Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes sp. Odsp-001,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Odontesthes,98.2,99.4,8,6,99.4,gap,MiFish
Metazoa,Chordata,Actinopteri,Atheriniformes,Isonidae,Iso,Iso hawaiiensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,order,Atheriniformes,79.4,90.1,39,29,90.1,gap,MiFish
Metazoa,Chordata,Actinopteri,Beloniformes,Belonidae,Ablennes,Ablennes hians,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,62.1,87.1,5226,4277,87.1,gap,MiFish
Metazoa,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias,Oryzias minutillus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Oryzias,76.8,82.1,16,6,82.1,gap,MiFish
Metazoa,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias,Oryzias celebensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Oryzias,76.8,87.5,16,6,87.5,gap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Helostomatidae,Helostoma,Helostoma temminkii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,order,Anabantiformes,74,88.8,37,27,88.8,gap,MiFish
Metazoa,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Betta,Betta pi,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Betta,88.7,89.3,2,2,89.3,gap,MiFish
Metazoa,Chordata,Actinopteri,Aulopiformes,Aulopidae,Latropiscis,Latropiscis purpurissatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Aulopidae,90,90,1,1,90,gap,MiFish
Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus saurus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Synodus,69.8,77.6,2,2,77.6,gap,MiFish
Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso lituratus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Naso,94.1,94.1,1,1,94.1,gap,MiFish
Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Prionurus,Prionurus maculatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,60.1,91.2,5249,4293,91.2,gap,MiFish
Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Zebrasoma,Zebrasoma scopas,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Zebrasoma,98.8,98.8,1,1,98.8,gap,MiFish
Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus xanthopterus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Acanthuridae,84.7,95.3,9,8,95.3,gap,MiFish
Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,Ctenochaetus binotatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Ctenochaetus,95.3,95.3,1,1,95.3,gap,MiFish
Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus guttatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Acanthurus,92.4,94.7,3,3,94.7,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Strophidon,Strophidon sathete,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Muraenidae,74.3,88.2,50,44,88.2,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax leucostigma,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Gymnothorax,80.5,97.7,26,24,97.7,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Histiobranchus,Histiobranchus bathybius,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Synaphobranchidae,86.3,97.7,10,7,97.7,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Derichthyidae,Nessorhamphus,Nessorhamphus danae,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Nessorhamphus,95.3,99.4,2,1,99.4,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Serrivomeridae,Stemonidium,Stemonidium hypomelas,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Serrivomeridae,91.2,94.7,4,4,94.7,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla dieffenbachii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Anguilla,91.7,98.8,28,16,98.8,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Ariosoma,Ariosoma major,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Ariosoma,83.2,98.2,3,3,98.2,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla marmorata,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Anguilla,92.3,100,28,16,100,on,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Chlopsidae,Chilorhinus,Chilorhinus platyrhynchus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Chilorhinus,92.5,92.5,1,1,92.5,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax reticularis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Gymnothorax,81.1,100,26,24,100,on,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Echidna,Echidna xanthospilos,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Muraenidae,75.4,99.4,47,41,99.4,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Uropterygius,Uropterygius micropterus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Muraenidae,74.3,90.6,47,42,90.6,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Bathycongrus,Bathycongrus retrotinctus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Congridae,70.9,97.7,29,24,97.7,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Uroconger,Uroconger lepturus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Uroconger,88.8,88.8,1,1,88.8,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Ariosoma,Ariosoma anago,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Congridae,67.3,84.4,26,21,84.4,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Parabathymyrus,Parabathymyrus macrophthalmus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Congridae,64.3,85,29,24,85,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Gorgasia,Gorgasia taiwanensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Congridae,69.6,100,28,23,100,on,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenesocidae,Muraenesox,Muraenesox cinereus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Muraenesox,93,93,1,1,93,gap,MiFish
Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenesocidae,Gavialiceps,Gavialiceps taeniola,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,order,Anguilliformes,67.5,95.9,197,158,95.9,gap,MiFish
