query.kingdom,query.phylum,query.class,query.order,query.family,query.genus,query.species,query.group,query.group.rank,nVariants,variant.type,intra.minP,intra.maxP,intra.nPairs,inter.rank,inter.taxa,inter.minP,inter.maxP,inter.nPairs,nTargetSpecies,closest.interspecies,MG.type,primer
Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso lopezi,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Naso,90.6,90.6,1,1,90.6,gap,teleo
Metazoa,Chordata,Actinopteri,,Monodactylidae,Monodactylus,Monodactylus argenteus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,50.6,89.1,4781,4033,89.1,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Alepocephalus,Alepocephalus bicolor,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Alepocephalus,89.1,92.2,7,7,92.2,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathyprion,Bathyprion danae,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Alepocephalidae,74.6,85.9,24,24,85.9,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathytroctes,Bathytroctes microlepis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Alepocephalidae,79,89.1,21,21,89.1,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Leptochilichthyidae,Leptochilichthys,Leptochilichthys agassizii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,order,Alepocephaliformes,76.6,92.2,29,29,92.2,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Platytroctidae,Maulisia,Maulisia mauli,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Platytroctidae,86.2,89.2,3,3,89.2,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Narcetes,Narcetes erimelas,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Alepocephalidae,81,96.8,23,23,96.8,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Platytroctidae,Normichthys,Normichthys operosus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Platytroctidae,86.2,95.2,3,3,95.2,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathylaco,Bathylaco nigricans,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Alepocephalidae,79,95.3,24,24,95.3,gap,teleo
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Platytroctidae,Sagamichthys,Sagamichthys abei,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Platytroctidae,87.7,95.2,3,3,95.2,gap,teleo
