query.kingdom,query.phylum,query.class,query.order,query.family,query.genus,query.species,query.group,query.group.rank,nVariants,variant.type,intra.minP,intra.maxP,intra.nPairs,inter.rank,inter.taxa,inter.minP,inter.maxP,inter.nPairs,nTargetSpecies,closest.interspecies,MG.type,primer
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Chilatherina,Chilatherina fasciata,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.7,98.7,2,family,Melanotaeniidae,88.1,99.6,174,62,99.6,overlap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Glossolepis,Glossolepis incisus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,90.3,90.3,2,family,Melanotaeniidae,84.5,100,182,65,100,overlap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia angfa,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,99.1,99.6,6,genus,Melanotaenia,87.6,100,222,52,100,overlap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia arfakensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.6,99.6,2,genus,Melanotaenia,86.3,98.2,150,52,98.2,gap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia boesemani,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,90.3,90.3,2,family,Melanotaeniidae,84.5,100,46,20,100,overlap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia fredericki,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,6,multi,99.1,99.6,30,genus,Melanotaenia,88.5,99.1,426,52,99.1,on,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia goldiei,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,9,multi,96.5,99.6,72,genus,Melanotaenia,85.8,99.1,612,52,99.1,overlap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia kamaka,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.6,99.6,2,genus,Melanotaenia,85.4,100,150,52,100,overlap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia misoolensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.1,99.1,2,genus,Melanotaenia,87.2,99.1,150,52,99.1,on,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia parkinsoni,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,92.5,92.5,2,genus,Melanotaenia,87.6,98.7,150,52,98.7,overlap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia sp. 5 APS-2013,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,4,multi,98.7,99.6,12,genus,Melanotaenia,86.7,99.6,292,52,99.6,overlap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia splendida,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,100,100,2,genus,Melanotaenia,86.3,98.7,150,52,98.7,gap,miniE
Metazoa,Chordata,Actinopteri,,Siganidae,Siganus,Siganus fuscescens,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.1,99.1,2,genus,Siganus,92.9,97.3,16,6,97.3,gap,miniE
Metazoa,Chordata,Actinopteri,,Siganidae,Siganus,Siganus guttatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.2,98.2,2,genus,Siganus,94.2,96.9,16,6,96.9,gap,miniE
Metazoa,Chordata,Actinopteri,,Polynemidae,Polydactylus,Polydactylus plebeius,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.6,99.6,2,class,Actinopteri,69,85.4,8390,3138,85.4,gap,miniE
Metazoa,Chordata,Actinopteri,,Sciaenidae,Protonibea,Protonibea diacanthus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,96.9,96.9,2,family,Sciaenidae,69.9,88.5,62,24,88.5,gap,miniE
Metazoa,Chordata,Actinopteri,Anabantiformes,Anabantidae,Anabas,Anabas testudineus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.6,99.6,2,class,Actinopteri,69.5,85.8,8326,3113,85.8,gap,miniE
Metazoa,Chordata,Actinopteri,,Sciaenidae,Nibea,Nibea coibor,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,96.5,96.5,2,family,Sciaenidae,70.8,100,56,21,100,overlap,miniE
Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser oxyrinchus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,3,multi,99.6,100,6,genus,Acipenser,93.8,96.5,78,17,96.5,gap,miniE
Metazoa,Chordata,Actinopteri,,Pomacanthidae,Centropyge,Centropyge interrupta,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,89.4,89.4,2,family,Pomacanthidae,81.4,99.6,38,18,99.6,overlap,miniE
Metazoa,Chordata,Actinopteri,,Pomacanthidae,Centropyge,Centropyge flavissima,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,96,96,2,genus,Centropyge,82.3,100,32,15,100,overlap,miniE
Metazoa,Chordata,Actinopteri,,Pomacanthidae,Pygoplites,Pygoplites diacanthus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,98.7,98.7,2,family,Pomacanthidae,82.3,93.4,70,33,93.4,gap,miniE
Metazoa,Chordata,Actinopteri,,Sciaenidae,Otolithes,Otolithes ruber,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,96.5,96.5,2,family,Sciaenidae,75.7,88.5,62,24,88.5,gap,miniE
Metazoa,Chordata,Actinopteri,,Siganidae,Siganus,Siganus sutor,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,100,100,2,genus,Siganus,92.9,97.3,16,6,97.3,gap,miniE
Metazoa,Chordata,Actinopteri,,Pomacentridae,Premnas,Premnas biaculeatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.1,99.1,2,family,Pomacentridae,87.2,93.8,32,15,93.8,gap,miniE
Metazoa,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa punctata,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,2,multi,99.1,99.1,2,genus,Channa,83.2,88.1,32,11,88.1,gap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,12,multi,98.2,99.6,132,family,Atherinopsidae,84.1,95.1,36,3,95.1,gap,miniE
Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger myriaster,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Conger,95.1,95.1,1,1,95.1,gap,miniE
Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Acipenseridae,93.8,100,9,9,100,on,miniE
Metazoa,Chordata,Actinopteri,Amiiformes,Amiidae,Amia,Amia calva,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,72.6,88.1,4201,3142,88.1,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Aulopidae,Hime,Hime japonica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,71.2,87.2,4174,3117,87.2,gap,miniE
Metazoa,Chordata,Actinopteri,Anguilliformes,Saccopharyngidae,Saccopharynx,Saccopharynx lavenbergi,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,phylum,Chordata,62.8,83.6,4090,2417,83.6,gap,miniE
Metazoa,Chordata,Actinopteri,,Polynemidae,Polynemus,Polynemus paradiseus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Polynemus,90.7,90.7,1,1,90.7,gap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes sp. Odsp-001,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Odontesthes,98.7,98.7,1,1,98.7,gap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Isonidae,Iso,Iso hawaiiensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,72.1,90.7,4077,3056,90.7,gap,miniE
Metazoa,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Betta,Betta pi,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Betta,86.7,91.2,3,3,91.2,gap,miniE
Metazoa,Chordata,Actinopteri,,Pomacentridae,Amphiprion,Amphiprion ephippium,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Amphiprion,91.2,100,10,9,100,on,miniE
Metazoa,Chordata,Actinopteri,,Pomacentridae,Amphiprion,Amphiprion akallopisos,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Amphiprion,92,99.6,10,9,99.6,gap,miniE
Metazoa,Chordata,Actinopteri,,Pomacentridae,Amphiprion,Amphiprion polymnus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Amphiprion,91.2,98.7,10,9,98.7,gap,miniE
Metazoa,Chordata,Actinopteri,,Pomacentridae,Amphiprion,Amphiprion sebae,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Amphiprion,90.3,100,10,9,100,on,miniE
Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser stellatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Acipenser,93.4,96.9,28,17,96.9,gap,miniE
Metazoa,Chordata,Actinopteri,Ateleopodiformes,Ateleopodidae,Ateleopus,Ateleopus japonicus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Ateleopodidae,93.4,93.4,1,1,93.4,gap,miniE
Metazoa,Chordata,Actinopteri,Ateleopodiformes,Ateleopodidae,Ijimaia,Ijimaia dofleini,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Ateleopodidae,93.4,93.4,1,1,93.4,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,Chlorophthalmus agassizi,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,70.8,88.1,4174,3117,88.1,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Harpadon,Harpadon microchir,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,72.1,89.4,4174,3117,89.4,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida undosquamis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Saurida,86.7,92.9,4,4,92.9,gap,miniE
Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus kaupii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Synaphobranchidae,85,99.1,2,2,99.1,gap,miniE
Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Ophisurus,Ophisurus macrorhynchos,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Ophichthidae,85,90.7,4,4,90.7,gap,miniE
Metazoa,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Alepocephalus,Alepocephalus tenebrosus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Alepocephalus,94.2,98.7,7,7,98.7,gap,miniE
Metazoa,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,Lipolagus ochotensis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,order,Argentiniformes,78.8,88.5,9,9,88.5,gap,miniE
Metazoa,Chordata,Actinopteri,Argentiniformes,Argentinidae,Glossanodon,Glossanodon semifasciatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,order,Argentiniformes,83.2,87.2,8,8,87.2,gap,miniE
Metazoa,Chordata,Actinopteri,Argentiniformes,Microstomatidae,Nansenia,Nansenia ardesiaca,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Nansenia,96,96,1,1,96,gap,miniE
Metazoa,Chordata,Actinopteri,Argentiniformes,Opisthoproctidae,Opisthoproctus,Opisthoproctus soleatus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Opisthoproctidae,83.6,88.1,4,4,88.1,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Giganturidae,Gigantura,Gigantura chuni,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Gigantura,93.4,93.4,1,1,93.4,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Giganturidae,Gigantura,Gigantura indica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Gigantura,93.4,93.4,1,1,93.4,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Ipnops,Ipnops sp. auip01,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,order,Aulopiformes,74.8,87.6,27,25,87.6,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,Scopelarchus sp. ausc01,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,69.5,85.4,4174,3117,85.4,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchoides,Scopelarchoides danae,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,70.4,85,4174,3117,85,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus hoedti,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,67.7,86.7,4174,3117,86.7,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus kaianus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,69,85.8,4174,3117,85.8,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Bathysauridae,Bathysaurus,Bathysaurus ferox,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,70.4,87.6,4174,3117,87.6,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Pseudotrichonotidae,Pseudotrichonotus,Pseudotrichonotus altivelis,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,69,88.9,4174,3117,88.9,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Lestidium,Lestidium atlanticum,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,69.9,85,4174,3117,85,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Alepisauridae,Anotopterus,Anotopterus pharao,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,72.1,86.3,4174,3117,86.3,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Evermannella,Evermannella indica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Evermannellidae,89.4,89.4,1,1,89.4,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Coccorella,Coccorella atlantica,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Evermannellidae,89.4,89.4,1,1,89.4,gap,miniE
Metazoa,Chordata,Actinopteri,Aulopiformes,Alepisauridae,Omosudis,Omosudis lowii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Alepisauridae,83.6,88.5,3,2,88.5,gap,miniE
Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Scaphirhynchus,Scaphirhynchus cf. albus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Scaphirhynchus,99.1,99.6,4,4,99.6,gap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina tsurugae,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Atherinidae,87.6,90.7,7,7,90.7,gap,miniE
Metazoa,Chordata,Actinopteri,,Emmelichthyidae,Emmelichthys,Emmelichthys struhsakeri,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,class,Actinopteri,73,92.9,4201,3142,92.9,gap,miniE
Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherinomorus,Atherinomorus lacunosus,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,family,Atherinidae,87.6,90.7,7,7,90.7,gap,miniE
Metazoa,Chordata,Actinopteri,,Sciaenidae,Nibea,Nibea mitsukurii,Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1,order,1,single,100,100,1,genus,Nibea,86.7,95.1,4,3,95.1,gap,miniE
