derepID	derepSize	taxid	taxname	rank	group.rank	superkingdom	kingdom	phylum	class	order	family	genus	species	amp_length	nVariants	variant.type	primer	fn	group.num	group
KU895123.1_q28_a275	1	1804708	Ophiolimna perfida	species	phylum	Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Ophiurida	Ophiacanthidae	Ophiolimna	Ophiolimna perfida	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
JN898950.1_q4_a275	2	6596	Mercenaria mercenaria	species	phylum	Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
JQ889879.1_q7_a275	14	134763	Metridia lucens	species	phylum	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia lucens	275	4	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
EU401991.2_q1412_a275	1	50650	Lygus lineolaris	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Lygus	Lygus lineolaris	275	3	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
EF599160.1_q8_a275	1	108047	Samastacus spinifrons	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Parastacidae	Samastacus	Samastacus spinifrons	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
EU024483.1_q34_a275	1	58148	Pseudocellus pearsei	species	phylum	Eukaryota	Metazoa	Arthropoda	Arachnida	Ricinulei		Pseudocellus	Pseudocellus pearsei	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
DQ304771.1_q3661_a275	1	359504	Chrysopathes formosa	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Antipatharia	Cladopathidae	Chrysopathes	Chrysopathes formosa	275	2	multi	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KX161857.1_q1489_a275	1	1914940	Hycleus marcipoli	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Meloidae	Hycleus	Hycleus marcipoli	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
MG513510.1_q5_a275	12	1656618	Lygus robustus	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Lygus	Lygus robustus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
LC126713.1_q12_a275	2	1522706	Pentacheles laevis	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Polychelidae	Pentacheles	Pentacheles laevis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KX161858.1_q1494_a275	2	1248972	Hycleus phaleratus	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Meloidae	Hycleus	Hycleus phaleratus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HQ105593.1_q22_a275	1	236904	Criocoris saliens	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Criocoris	Criocoris saliens	275	4	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
MH024396.1_q1429_a275	1	452749	Melophagus ovinus	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Melophagus	Melophagus ovinus	275	2	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HQ105594.1_q22_a275	2	236904	Criocoris saliens	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Criocoris	Criocoris saliens	275	4	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KR262639.1_q16_a275	1	103422	Itosigo bellus	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Itosigo	Itosigo bellus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HQ105595.1_q22_a275	2	236904	Criocoris saliens	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Criocoris	Criocoris saliens	275	4	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HQ105596.1_q22_a275	1	236904	Criocoris saliens	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Criocoris	Criocoris saliens	275	4	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
JQ889889.1_q16_a275	2	134763	Metridia lucens	species	phylum	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia lucens	275	4	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KT363854.1_q11226_a275	2	224129	Agrilus planipennis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus planipennis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
AF425305.1_q629_a275	1	174383	Glyptolithodes cristatipes	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Lithodidae	Glyptolithodes	Glyptolithodes cristatipes	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KU942377.1_q1448_a275	1	1257155	Fruhstorferiola tonkinensis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Orthoptera	Acrididae	Fruhstorferiola	Fruhstorferiola tonkinensis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
JQ837822.1_q19_a275	15	1167004	Placusa pinearum	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Staphylinidae	Placusa	Placusa pinearum	275	4	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
MG519808.1_q2_a275	1	2499471	Intoshella dictyaulus	species	phylum	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Polynoidae	Intoshella	Intoshella dictyaulus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
LK391948.1_q31_a275	1	99759	Engaeus sericatus	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Parastacidae	Engaeus	Engaeus sericatus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
LK391949.1_q22_a275	1	219698	Engaeus quadrimanus	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Parastacidae	Engaeus	Engaeus quadrimanus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KF736848.1_q19_a275	1	145882	Semisulcospira libertina	species	phylum	Eukaryota	Metazoa	Mollusca	Gastropoda		Semisulcospiridae	Semisulcospira	Semisulcospira libertina	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
AY063469.1_q6_a275	1	182094	Elimia catenaria dislocata	subspecies	phylum	Eukaryota	Metazoa	Mollusca	Gastropoda		Pleuroceridae	Elimia	Elimia catenaria	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
JX443548.1_q6_a275	1	1239316	Cheletomorpha lepidopterorum	species	phylum	Eukaryota	Metazoa	Arthropoda	Arachnida	Trombidiformes	Cheyletidae	Cheletomorpha	Cheletomorpha lepidopterorum	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
AF425318.1_q625_a275	1	174405	Paralomis granulosa	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Lithodidae	Paralomis	Paralomis granulosa	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
JX203827.1_q147_a275	2	1267058	Arula petunia	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Arulidae	Arula	Arula petunia	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
EU443349.1_q19_a275	1	505408	Trichopteryx carpinata	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Geometridae	Trichopteryx	Trichopteryx carpinata	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KF955069.1_q157_a275	1	1441020	Parasphaerasclera sp. A CSM-2013	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Parasphaerascleridae	Parasphaerasclera	Parasphaerasclera sp. A CSM-2013	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KU895154.1_q19_a275	1	1815113	Ophiactis affinis	species	phylum	Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Ophiurida	Ophiactidae	Ophiactis	Ophiactis affinis	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KX844723.1_q84_a275	1	2010950	Halocaridinides fowleri	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Atyidae	Halocaridinides	Halocaridinides fowleri	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
AP018522.1_q4710_a275	1	614101	Dryococelus australis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Phasmatodea	Phasmatidae	Dryococelus	Dryococelus australis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KX343002.1_q22_a275	1	1522709	Stereomastis sculpta	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Crangonidae	Stereomastis	Stereomastis sculpta	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KU895155.1_q22_a275	1	1815117	Ophiactis macrolepidota	species	phylum	Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Ophiurida	Ophiactidae	Ophiactis	Ophiactis macrolepidota	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
EU427342.1_q1416_a275	1	498930	Phaenacantha marcida	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Colobathristidae	Phaenacantha	Phaenacantha marcida	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KX035157.1_q3070_a275	1	1909165	Hydnocerini sp. BMNH-844241	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Cleridae		Hydnocerini sp. BMNH-844241	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KX343005.1_q22_a275	1	2004537	Polycheles coccifer	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Polychelidae	Polycheles	Polycheles coccifer	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
AM296016.1_q3557_a275	1	242395	Xenoturbella bocki	species	phylum	Eukaryota	Metazoa	Xenacoelomorpha			Xenoturbellidae	Xenoturbella	Xenoturbella bocki	275	2	multi	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KY972411.1_q19_a275	1	2019425	Melinna maculata	species	phylum	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Ampharetidae	Melinna	Melinna maculata	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HE863718.1_q6_a275	3	136140	Acartia clausii	species	phylum	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia clausii	275	3	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HE863719.1_q6_a275	1	136140	Acartia clausii	species	phylum	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia clausii	275	3	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HE863721.1_q6_a275	1	136140	Acartia clausii	species	phylum	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia clausii	275	3	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KR262671.1_q16_a275	1	1827053	Senopterina varia	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Platystomatidae	Senopterina	Senopterina varia	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
AF217384.1_q28_a275	1	60590	Pseudarchaster parelii	species	phylum	Eukaryota	Metazoa	Echinodermata	Asteroidea	Valvatida	Goniasteridae	Pseudarchaster	Pseudarchaster parelii	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
FJ169004.1_q22_a275	2	311436	Munza laticlavia	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Cicadidae	Munza	Munza laticlavia	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KY972418.1_q19_a275	2	167815	Eurythoe complanata	species	phylum	Eukaryota	Metazoa	Annelida	Polychaeta	Eunicida	Amphinomidae	Eurythoe	Eurythoe complanata	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
NC_037744.1_q1458_a275	2	1524604	Scipinia horrida	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Reduviidae	Scipinia	Scipinia horrida	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HQ105626.1_q22_a275	1	881444	Deraeocoris fulgidus	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Deraeocoris	Deraeocoris fulgidus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HE863724.1_q6_a275	5	1201398	Acartia discaudata	species	phylum	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia discaudata	275	3	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KR262673.1_q16_a275	1	1827055	Sinolochmostylia sinica	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Ctenostylidae	Sinolochmostylia	Sinolochmostylia sinica	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
DQ175477.1_q32_a275	1	304565	Parantica melusine	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parantica	Parantica melusine	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HE863725.1_q6_a275	1	1201398	Acartia discaudata	species	phylum	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia discaudata	275	3	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
DQ643831.1_q13738_a275	1	367765	Agaricia humilis	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Scleractinia	Agariciidae	Agaricia	Agaricia humilis	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
HQ105628.1_q22_a275	1	881446	Deraeocoris piceicola	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Deraeocoris	Deraeocoris piceicola	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KY441770.1_q10_a275	1	1940168	Culicoides clavipalpis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides clavipalpis	275	2	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
NC_037771.1_q19_a275	2	364284	Semisulcospira coreana	species	phylum	Eukaryota	Metazoa	Mollusca	Gastropoda		Semisulcospiridae	Semisulcospira	Semisulcospira coreana	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
HQ105630.1_q22_a275	1	881447	Deraeocoris schwarzii	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Deraeocoris	Deraeocoris schwarzii	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HE863728.1_q6_a275	1	1201398	Acartia discaudata	species	phylum	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia discaudata	275	3	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
JF927830.1_q3036_a275	1	1041165	Gorpis humeralis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Nabidae	Gorpis	Gorpis humeralis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KF017605.1_q2595_a275	1	995026	Cistopus taiwanicus	species	phylum	Eukaryota	Metazoa	Mollusca	Cephalopoda	Octopoda	Octopodidae	Cistopus	Cistopus taiwanicus	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KF017606.1_q2632_a275	1	1002736	Cistopus chinensis	species	phylum	Eukaryota	Metazoa	Mollusca	Cephalopoda	Octopoda	Octopodidae	Cistopus	Cistopus chinensis	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
GU355955.1_q140_a275	1	125320	Alcyonium sp. CSM-A	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Alcyoniidae	Alcyonium	Alcyonium sp. CSM-A	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KM657337.1_q1436_a275	1	62773	Comicus campestris	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Orthoptera	Schizodactylidae	Comicus	Comicus campestris	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
AJ420356.1_q19_a275	1	179674	Diachrysia chrysitis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Diachrysia	Diachrysia chrysitis	275	2	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
MG767948.1_q19_a275	1	2484281	Agathia confuscata	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Geometridae	Agathia	Agathia confuscata	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
AJ420369.1_q19_a275	2	254378	Diachrysia stenochrysis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Diachrysia	Diachrysia stenochrysis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
GU355957.1_q140_a275	1	124260	Alcyonium siderium	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Alcyoniidae	Alcyonium	Alcyonium siderium	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
NC_037376.1_q1409_a275	2	2021948	Notopteryx soror	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Coreidae	Notopteryx	Notopteryx soror	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
EU768961.1_q20_a275	1	542995	Schinia miniana	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Schinia	Schinia miniana	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
AJ420358.1_q19_a275	4	179674	Diachrysia chrysitis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Diachrysia	Diachrysia chrysitis	275	2	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KR031979.1_q22_a275	1	1656622	Lygus shulli	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Lygus	Lygus shulli	275	2	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
HQ105638.1_q22_a275	2	881449	Dichrooscytus elegans	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Dichrooscytus	Dichrooscytus elegans	275	2	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
JX203855.1_q146_a275	1	1267120	Rumphella sp. CSM-2012	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Rumphella	Rumphella sp. CSM-2012	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
HQ105642.1_q22_a275	1	881449	Dichrooscytus elegans	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Dichrooscytus	Dichrooscytus elegans	275	2	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KU895182.1_q7_a275	1	1427751	Ophiocoma doederleini	species	phylum	Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Ophiurida	Ophiocomidae	Ophiocoma	Ophiocoma doederleini	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
EF569202.1_q1_a275	4	441866	Asetocalamyzas laonicola	species	phylum	Eukaryota	Metazoa	Annelida	Polychaeta	Spionida	Spionidae	Asetocalamyzas	Asetocalamyzas laonicola	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KF758768.1_q7_a275	1	1433369	Graecoanatolica vegorriticola	species	phylum	Eukaryota	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Graecoanatolica	Graecoanatolica vegorriticola	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KF737798.1_q28_a275	1	1191633	Trirachys orientalis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Cerambycidae	Trirachys	Trirachys orientalis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
FJ485765.1_q21_a275	1	658003	Hippotion geryon	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Hippotion	Hippotion geryon	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KY441785.1_q10_a275	1	1940168	Culicoides clavipalpis	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides clavipalpis	275	2	multi	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KY944589.1_q22_a275	1	1073559	Chlorotocus crassicornis	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Pandalidae	Chlorotocus	Chlorotocus crassicornis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KF737811.1_q28_a275	1	1191651	Thranius simplex	species	phylum	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Cerambycidae	Thranius	Thranius simplex	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KM015352.1_q34_a275	1	1566130	Anthomastus sp. USNM 1171062	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Alcyoniidae	Anthomastus	Anthomastus sp. USNM 1171062	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KU895187.1_q28_a275	1	1077053	Ophiocoma pumila	species	phylum	Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Ophiurida	Ophiocomidae	Ophiocoma	Ophiocoma pumila	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KM015353.1_q76_a275	1	1566131	Anthomastus sp. USNM 1081145	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Alcyoniidae	Anthomastus	Anthomastus sp. USNM 1081145	275	1	single	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
JN990601.1_q1205_a275	1	165470	Lepidocampa weberi	species	phylum	Eukaryota	Metazoa	Arthropoda		Diplura	Campodeidae	Lepidocampa	Lepidocampa weberi	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
KM015354.1_q34_a275	1	722766	Sibogagorgia cauliflora	species	phylum	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Paragorgiidae	Sibogagorgia	Sibogagorgia cauliflora	275	2	multi	miniE	Metazoa	2	Eukaryota/Metazoa/Metazoa-02
KC508661.1_q3_a275	2	1428457	Bosmina meridionalis	species	phylum	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	Bosmina meridionalis	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
MF401424.1_q10_a275	1	2020408	Palaemon sp. DNAS-14F-145035	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon	Palaemon sp. DNAS-14F-145035	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
JX100453.1_q5_a275	1	586750	Palaemon styliferus	species	phylum	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon	Palaemon styliferus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
MG423151.1_q2_a275	1	212246	Chaetogaster diaphanus	species	phylum	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Naididae	Chaetogaster	Chaetogaster diaphanus	275	1	single	miniE	Metazoa	1	Eukaryota/Metazoa/Metazoa-01
