derepID	derepSize	taxid	taxname	rank	group.rank	superkingdom	kingdom	phylum	class	order	family	genus	species	amp_length	nVariants	variant.type	primer	fn	group.num	group
KY778752.1_q2_a230	1	495863	Himantura walga	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Himantura	Himantura walga	230	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KU131059.1_q296_a218	4	141262	Andrias davidianus	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Cryptobranchidae	Andrias	Andrias davidianus	218	4	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333813.1_q295_a225	3	245147	Liua tsinpaensis	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Liua	Liua tsinpaensis	225	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KT347599.1_q299_a229	1	884673	Loxodon macrorhinus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Loxodon	Loxodon macrorhinus	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KJ619663.1_q296_a233	1	661037	Squatina japonica	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes		Squatinidae	Squatina	Squatina japonica	233	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
Y10947.1_q215_a230	4	8296	Ambystoma mexicanum	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma mexicanum	230	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333815.1_q295_a225	2	156988	Batrachuperus pinchonii	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Batrachuperus	Batrachuperus pinchonii	225	3	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KF728380.1_q299_a229	1	303932	Carcharhinus acronotus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus acronotus	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
Y10950.1_q228_a231	1	43481	Epicrionops sp.	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Rhinatrematidae	Epicrionops	Epicrionops sp.	231	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333816.1_q294_a225	2	284022	Hynobius formosanus	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius formosanus	225	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333817.1_q295_a225	2	156989	Batrachuperus tibetanus	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Batrachuperus	Batrachuperus tibetanus	225	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333818.1_q295_a227	2	156990	Batrachuperus yenyuanensis	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Batrachuperus	Batrachuperus yenyuanensis	227	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333819.1_q297_a225	2	288313	Hynobius chinensis	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius chinensis	225	3	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333820.1_q295_a225	2	113382	Onychodactylus fischeri	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Onychodactylus	Onychodactylus fischeri	225	2	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333821.1_q297_a225	1	324332	Paradactylodon mustersi	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Paradactylodon	Paradactylodon mustersi	225	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ333822.1_q299_a225	1	363225	Paradactylodon gorganensis	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Paradactylodon	Paradactylodon gorganensis	225	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KU159431.1_q295_a224	2	27585	Chlamydoselachus anguineus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Hexanchiformes	Chlamydoselachidae	Chlamydoselachus	Chlamydoselachus anguineus	224	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
NC_042256.1_q299_a229	3	202609	Carcharhinus falciformis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus falciformis	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
FJ594965.1_q296_a225	1	586894	Hynobius yangi	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius yangi	225	2	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
NC_040922.1_q299_a228	2	495869	Mobula tarapacana	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Mobula	Mobula tarapacana	228	2	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KF894491.1_q3339_a232	33	94987	Hexanchus griseus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Hexanchiformes	Hexanchidae	Hexanchus	Hexanchus griseus	232	5	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
FJ853422.1_q297_a229	2	36176	Chiloscyllium plagiosum	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium plagiosum	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
Y10949.1_q210_a229	1	8453	Ichthyophis bannanicus	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Ichthyophiidae	Ichthyophis	Ichthyophis bannanicus	229	2	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KM244770.1_q298_a229	1	263685	Carcharhinus brevipinna	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus brevipinna	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
Y10951.1_q216_a228	1	8456	Typhlonectes natans	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Typhlonectidae	Typhlonectes	Typhlonectes natans	228	2	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KU892588.1_q294_a233	1	495852	Etmopterus pusillus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Etmopteridae	Etmopterus	Etmopterus pusillus	233	5	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
Y18134.1_q296_a229	1	7797	Squalus acanthias	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	Squalus acanthias	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KU892589.1_q296_a235	1	1214693	Halaelurus buergeri	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Halaelurus	Halaelurus buergeri	235	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
LC215910.1_q204_a217	1	283213	Leptobrachium hasseltii	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptobrachium	Leptobrachium hasseltii	217	5	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KU892590.1_q298_a231	2	376650	Eusphyra blochii	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Sphyrnidae	Eusphyra	Eusphyra blochii	231	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
LC215911.1_q200_a217	1	283213	Leptobrachium hasseltii	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptobrachium	Leptobrachium hasseltii	217	5	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KU746824.1_q302_a230	1	335006	Rhynchobatus australiae	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Pristiformes/Rhiniformes group	Rhynchobatidae	Rhynchobatus	Rhynchobatus australiae	230	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
LC215912.1_q197_a217	1	283213	Leptobrachium hasseltii	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptobrachium	Leptobrachium hasseltii	217	5	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
LC215913.1_q200_a217	3	283213	Leptobrachium hasseltii	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptobrachium	Leptobrachium hasseltii	217	5	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
LC215915.1_q200_a217	2	283213	Leptobrachium hasseltii	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptobrachium	Leptobrachium hasseltii	217	5	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
MH729809.1_q434_a229	2	30501	Carcharias taurus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Odontaspididae	Carcharias	Carcharias taurus	229	3	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF667482.1_q251_a231	3	7871	Chimaera monstrosa	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Chimaera	Chimaera monstrosa	231	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KF894469.1_q2219_a232	1	94987	Hexanchus griseus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Hexanchiformes	Hexanchidae	Hexanchus	Hexanchus griseus	232	5	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KF894470.1_q2082_a232	4	94987	Hexanchus griseus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Hexanchiformes	Hexanchidae	Hexanchus	Hexanchus griseus	232	5	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
AY442348.1_q353_a218	6	27687	Erpetoichthys calabaricus	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus	218	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KF623030.1_q300_a228	13	491014	Raja pulchra	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja pulchra	228	2	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KF751650.1_q300_a230	1	2292668	Urogymnus granulatus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Urogymnus	Urogymnus granulatus	230	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
AY593111.1_q226_a220	2	164972	Paramesotriton hongkongensis	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Paramesotriton	Paramesotriton hongkongensis	220	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KF889325.1_q295_a229	1	89020	Mustelus griseus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus griseus	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081261.1_q259_a229	1	420456	Rostroraja alba	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Rostroraja	Rostroraja alba	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KM489157.1_q298_a231	3	195335	Sphyrna zygaena	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Sphyrna	Sphyrna zygaena	231	2	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081262.1_q259_a229	1	420457	Malacoraja kreffti	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Malacoraja	Malacoraja kreffti	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081263.1_q259_a229	1	223862	Raja brachyura	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja brachyura	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081264.1_q259_a229	1	223863	Raja microocellata	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja microocellata	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081265.1_q259_a229	1	420458	Dipturus tengu	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus tengu	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KF894479.1_q2085_a232	1	94987	Hexanchus griseus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Hexanchiformes	Hexanchidae	Hexanchus	Hexanchus griseus	232	5	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
MH648005.1_q296_a229	4	7819	Galeocerdo cuvier	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Galeocerdo	Galeocerdo cuvier	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081266.1_q259_a229	3	420459	Dipturus nidarosiensis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus nidarosiensis	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KX014715.1_q298_a228	2	195288	Sinobatis borneensis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Anacanthobatidae	Sinobatis	Sinobatis borneensis	228	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081269.1_q259_a229	2	182854	Dipturus oxyrinchus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus oxyrinchus	229	2	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KJ865755.1_q296_a229	1	443759	Carcharhinus macloti	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus macloti	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KY464952.1_q297_a231	1	195334	Sphyrna mokarran	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Sphyrna	Sphyrna mokarran	231	2	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081271.1_q259_a229	5	420460	Dipturus batis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus batis	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
JX267327.1_q248_a218	1	448572	Ischnocnema bolbodactyla	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Brachycephalidae	Ischnocnema	Ischnocnema bolbodactyla	218	3	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
EF081276.1_q259_a229	5	420462	Dipturus sp. SPI-2007	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus sp. SPI-2007	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF081281.1_q257_a230	129	13397	Carcharodon carcharias	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Carcharodon	Carcharodon carcharias	230	2	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KJ630505.1_q288_a218	1	265040	Leptobrachium boringii	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptobrachium	Leptobrachium boringii	218	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KF597303.1_q295_a230	1	57982	Cetorhinus maximus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Cetorhinus	Cetorhinus maximus	230	4	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KF679782.1_q297_a229	3	259920	Rhincodon typus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Rhincodontidae	Rhincodon	Rhincodon typus	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
AY957562.1_q292_a215	1	8346	Bombina orientalis	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bombinatoridae	Bombina	Bombina orientalis	215	2	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KU904483.1_q294_a226	5	1303107	Siren intermedia texana	subspecies	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Sirenidae	Siren	Siren intermedia	226	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KF020876.1_q297_a230	2	57979	Alopias pelagicus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	Alopias pelagicus	230	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
MF682494.1_q301_a228	2	685728	Pristis pectinata	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Pristiformes/Rhiniformes group	Pristidae	Pristis	Pristis pectinata	228	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
JQ710885.1_q294_a225	1	288313	Hynobius chinensis	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius chinensis	225	3	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
KU904488.1_q294_a227	2	307977	Siren lacertina	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Sirenidae	Siren	Siren lacertina	227	2	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ388468.1_q191_a225	2	113391	Hynobius leechii	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius leechii	225	10	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
DQ283053.1_q219_a220	1	251750	Pipa pipa	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Pipa	Pipa pipa	220	2	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
MH823675.1_q296_a229	2	30501	Carcharias taurus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Odontaspididae	Carcharias	Carcharias taurus	229	3	multi	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KP289200.1_q287_a227	1	511044	Ambystoma bishopi	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma bishopi	227	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
NC_037962.1_q300_a229	3	1036015	Dipturus innominatus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus innominatus	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
AP004352.1_q299_a220	1	178879	Polypterus senegalus senegalus	subspecies	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus senegalus	220	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
NC_037963.1_q300_a229	2	458561	Bathyraja multispinis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Bathyraja	Bathyraja multispinis	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
EF201847.1_q295_a225	4	113393	Hynobius quelpaertensis	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	Hynobius quelpaertensis	225	5	multi	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
NC_037964.1_q300_a229	2	458555	Bathyraja albomaculata	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Bathyraja	Bathyraja albomaculata	229	1	single	MiFish	Chordata	2	Eukaryota/Metazoa/Chordata/Chordata-02
KX094979.1_q295_a215	1	126663	Salamandra salamandra gallaica	subspecies	class	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra	215	1	single	MiFish	Chordata---Amphibia		Eukaryota/Metazoa/Chordata/Chordata---Amphibia
