derepID	derepSize	taxid	taxname	rank	group.rank	superkingdom	kingdom	phylum	class	order	family	genus	species	amp_length	nVariants	variant.type	primer	fn	group.num	group
AY830718.1_q365_a98	2	57980	Alopias superciliosus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	Alopias superciliosus	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KF728380.1_q914_a100	6	303932	Carcharhinus acronotus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus acronotus	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830720.1_q365_a98	3	7852	Alopias vulpinus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	Alopias vulpinus	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830722.1_q366_a100	1	303933	Carcharhinus altimus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus altimus	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KT119410.1_q933_a98	1	307038	Narcine brasiliensis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Torpediniformes	Narcinidae	Narcine	Narcine brasiliensis	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830723.1_q366_a100	2	263685	Carcharhinus brevipinna	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus brevipinna	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KT119411.1_q928_a98	1	1343680	Narcine bancroftii	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Torpediniformes	Narcinidae	Narcine	Narcine bancroftii	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830725.1_q366_a100	5	202609	Carcharhinus falciformis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus falciformis	100	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830727.1_q366_a99	1	303934	Carcharhinus isodon	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus isodon	99	3	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ821835.1_q900_a105	2	61622	Rhinopithecus roxellana	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Rhinopithecus	Rhinopithecus roxellana	105	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830728.1_q316_a99	1	303934	Carcharhinus isodon	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus isodon	99	3	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KU159431.1_q905_a99	2	27585	Chlamydoselachus anguineus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Hexanchiformes	Chlamydoselachidae	Chlamydoselachus	Chlamydoselachus anguineus	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
NC_042256.1_q915_a101	2	202609	Carcharhinus falciformis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus falciformis	101	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830729.1_q366_a100	1	303934	Carcharhinus isodon	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus isodon	100	3	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830730.1_q366_a100	3	46612	Carcharhinus leucas	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus leucas	100	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830731.1_q366_a100	2	61865	Carcharhinus limbatus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus limbatus	100	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830732.1_q366_a99	1	61865	Carcharhinus limbatus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus limbatus	99	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ821840.1_q900_a105	1	310352	Pygathrix nigripes	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Pygathrix	Pygathrix nigripes	105	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830733.1_q366_a100	5	302049	Carcharhinus longimanus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ821841.1_q900_a105	1	1194332	Pygathrix cinerea 1 RL-2012	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Pygathrix	Pygathrix cinerea 1 RL-2012	105	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
NC_040922.1_q919_a98	2	495869	Mobula tarapacana	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Mobula	Mobula tarapacana	98	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
JQ821842.1_q900_a104	1	1194333	Pygathrix cinerea 2 RL-2012	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Pygathrix	Pygathrix cinerea 2 RL-2012	104	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KF894491.1_q3958_a99	45	94987	Hexanchus griseus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Hexanchiformes	Hexanchidae	Hexanchus	Hexanchus griseus	99	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830737.1_q366_a100	3	7807	Carcharhinus obscurus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus obscurus	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
FJ853422.1_q912_a98	2	36176	Chiloscyllium plagiosum	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium plagiosum	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830740.1_q366_a100	3	303935	Carcharhinus perezii	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus perezii	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830741.1_q366_a100	1	7808	Carcharhinus plumbeus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus plumbeus	100	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KU892588.1_q912_a99	5	495852	Etmopterus pusillus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Etmopteridae	Etmopterus	Etmopterus pusillus	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
Y18134.1_q910_a98	3	7797	Squalus acanthias	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	Squalus acanthias	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830742.1_q366_a100	2	7808	Carcharhinus plumbeus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus plumbeus	100	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KU892589.1_q917_a99	1	1214693	Halaelurus buergeri	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Halaelurus	Halaelurus buergeri	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830743.1_q366_a99	9	7810	Carcharhinus porosus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus porosus	99	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830744.1_q366_a100	1	303943	Carcharhinus signatus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus signatus	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KU746824.1_q924_a98	1	335006	Rhynchobatus australiae	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Pristiformes/Rhiniformes group	Rhynchobatidae	Rhynchobatus	Rhynchobatus australiae	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830745.1_q367_a98	3	7801	Ginglymostoma cirratum	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830746.1_q366_a99	6	7819	Galeocerdo cuvier	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Galeocerdo	Galeocerdo cuvier	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830747.1_q365_a98	5	57983	Isurus oxyrinchus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Isurus	Isurus oxyrinchus	98	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
MF489911.1_q904_a101	33	7892	Neoceratodus forsteri	species	class	Eukaryota	Metazoa	Chordata		Ceratodontiformes	Ceratodontidae	Neoceratodus	Neoceratodus forsteri	101	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830751.1_q365_a98	3	7847	Isurus paucus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Isurus	Isurus paucus	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY442348.1_q958_a99	1	27687	Erpetoichthys calabaricus	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus	99	3	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830752.1_q365_a98	4	7849	Lamna nasus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Lamna	Lamna nasus	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KF623030.1_q921_a98	14	491014	Raja pulchra	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja pulchra	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830754.1_q368_a98	1	7812	Mustelus canis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830755.1_q366_a98	1	303944	Mustelus norrisi	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus norrisi	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KF889325.1_q910_a98	1	89020	Mustelus griseus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus griseus	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081261.1_q881_a99	1	420456	Rostroraja alba	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Rostroraja	Rostroraja alba	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KM489157.1_q914_a99	5	195335	Sphyrna zygaena	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Sphyrna	Sphyrna zygaena	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081262.1_q882_a99	1	420457	Malacoraja kreffti	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Malacoraja	Malacoraja kreffti	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081263.1_q881_a99	1	223862	Raja brachyura	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja brachyura	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830759.1_q365_a98	1	30501	Carcharias taurus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Odontaspididae	Carcharias	Carcharias taurus	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081264.1_q881_a99	1	223863	Raja microocellata	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja microocellata	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830760.1_q366_a99	5	7815	Prionace glauca	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Prionace	Prionace glauca	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081265.1_q881_a99	1	420458	Dipturus tengu	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus tengu	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081266.1_q881_a99	3	420459	Dipturus nidarosiensis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus nidarosiensis	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830763.1_q366_a98	1	303945	Rhizoprionodon terraenovae	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon terraenovae	98	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830764.1_q366_a98	1	303945	Rhizoprionodon terraenovae	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon terraenovae	98	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081269.1_q880_a99	2	182854	Dipturus oxyrinchus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus oxyrinchus	99	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KJ865755.1_q911_a100	1	443759	Carcharhinus macloti	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus macloti	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KY464952.1_q914_a99	3	195334	Sphyrna mokarran	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Sphyrna	Sphyrna mokarran	99	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AF420041.1_q63_a104	3	33548	Colobus guereza	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus guereza	104	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AF420042.1_q63_a104	4	54133	Pygathrix nemaeus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Pygathrix	Pygathrix nemaeus	104	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081271.1_q881_a99	5	420460	Dipturus batis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus batis	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AF420043.1_q63_a104	1	88029	Semnopithecus entellus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Semnopithecus	Semnopithecus entellus	104	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830767.1_q365_a98	1	303946	Squatina dumeril	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes		Squatinidae	Squatina	Squatina dumeril	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830768.1_q365_a99	1	7823	Sphyrna lewini	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Sphyrna	Sphyrna lewini	99	3	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KJ174502.1_q900_a105	1	54180	Trachypithecus francoisi	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	Trachypithecus francoisi	105	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KJ174503.1_q899_a105	1	122765	Trachypithecus cristatus	species	class	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	Trachypithecus cristatus	105	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AY830770.1_q366_a99	4	7824	Sphyrna tiburo	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Sphyrna	Sphyrna tiburo	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081276.1_q880_a99	5	420462	Dipturus sp. SPI-2007	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus sp. SPI-2007	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
MH190802.1_q244_a98	1	195299	Telatrygon zugei	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Telatrygon	Telatrygon zugei	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
EF081281.1_q872_a98	129	13397	Carcharodon carcharias	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Carcharodon	Carcharodon carcharias	98	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
Z48715.1_q816_a98	1	7883	Lepidosiren paradoxa	species	class	Eukaryota	Metazoa	Chordata		Lepidosireniformes	Lepidosirenidae	Lepidosiren	Lepidosiren paradoxa	98	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KF597303.1_q910_a99	23	57982	Cetorhinus maximus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Cetorhinus	Cetorhinus maximus	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KF679782.1_q913_a100	3	259920	Rhincodon typus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Rhincodontidae	Rhincodon	Rhincodon typus	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
MF489942.1_q904_a101	10	7892	Neoceratodus forsteri	species	class	Eukaryota	Metazoa	Chordata		Ceratodontiformes	Ceratodontidae	Neoceratodus	Neoceratodus forsteri	101	2	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
MF682494.1_q919_a100	2	685728	Pristis pectinata	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Pristiformes/Rhiniformes group	Pristidae	Pristis	Pristis pectinata	100	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AB847550.1_q403_a102	3	1465592	Leptolalax sabahmontanus	species	class	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptolalax	Leptolalax sabahmontanus	102	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AP004350.1_q1236_a99	5	27687	Erpetoichthys calabaricus	species	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus	99	3	multi	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
NC_037962.1_q922_a99	3	1036015	Dipturus innominatus	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus innominatus	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
AP004352.1_q906_a98	1	178879	Polypterus senegalus senegalus	subspecies	class	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus senegalus	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
NC_037963.1_q917_a98	2	458561	Bathyraja multispinis	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Bathyraja	Bathyraja multispinis	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
NC_037964.1_q917_a98	2	458555	Bathyraja albomaculata	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Bathyraja	Bathyraja albomaculata	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
NC_037965.1_q917_a98	2	458558	Bathyraja griseocauda	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Bathyraja	Bathyraja griseocauda	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KR019776.1_q924_a98	2	195307	Himantura uarnak	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Himantura	Himantura uarnak	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
NC_037966.1_q921_a99	3	496415	Zearaja maugeana	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Zearaja	Zearaja maugeana	99	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KR019777.1_q919_a98	4	651721	Neotrygon kuhlii	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Neotrygon	Neotrygon kuhlii	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
KF840390.1_q918_a98	1	1452449	Himantura microphthalma	species	class	Eukaryota	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Himantura	Himantura microphthalma	98	1	single	teleo	Chordata	1	Eukaryota/Metazoa/Chordata/Chordata-01
